Delivery Status,Shipping Mode,delivery_time,profit,inventory_demand,Order Item Quantity,inventory_efficiency
Late delivery,First Class,2,57.00999832,359.9100036,3,0.008335417104255227
Late delivery,First Class,2,18.18000031,224.91000366,3,0.013338668583791175
Late delivery,First Class,2,76.80999756,639.8400268,4,0.006251562628873033
Late delivery,First Class,2,13.19999981,800.0,4,0.005
Late delivery,First Class,2,6.340000153,874.7499845,5,0.005715918935234917
Late delivery,First Class,2,46.93999863,999.7499845,5,0.005001250390116911
Late delivery,First Class,2,135.2200012,1499.750061,5,0.0033338888458961696
Late delivery,Same Day,0,2.289999962,129.9900055,1,0.007692899128310292
Shipping on time,Same Day,0,133.2400055,299.980011,1,0.0033335554481328427
Late delivery,Same Day,0,-31.68000031,50.0,1,0.02
Late delivery,Same Day,0,52.72999954,450.0,3,0.006666666666666667
Shipping on time,Same Day,0,108.1699982,959.8400268,4,0.004167361110512921
Shipping on time,Same Day,0,114.6399994,1499.750061,5,0.0033338888458961696
Late delivery,Second Class,4,86.20999908,799.6799928,4,0.00500200084535615
Advance shipping,Standard Class,2,40.61999893,199.91999816,2,0.0100040016927139
Late delivery,Standard Class,5,26.98999977,449.8200072,3,0.0066693342936747875
Late delivery,Second Class,5,88.16000366,1249.4999695,5,0.004001600737934232
Late delivery,Standard Class,5,35.33000183,799.6799928,4,0.00500200084535615
Shipping on time,Standard Class,4,17.0699997,799.6799928,4,0.00500200084535615
Late delivery,First Class,2,31.67000008,799.6799928,4,0.00500200084535615
Advance shipping,Standard Class,3,10.32999992,49.97999954,1,0.0200080033854278
Late delivery,Same Day,0,15.39000034,49.97999954,1,0.0200080033854278
Shipping canceled,Standard Class,4,100.4100037,1249.4999695,5,0.004001600737934232
Advance shipping,Standard Class,2,44.63000107,449.8200072,3,0.0066693342936747875
Late delivery,Standard Class,5,0.0,799.6799928,4,0.00500200084535615
Shipping on time,Standard Class,4,113.8000031,1249.4999695,5,0.004001600737934232
Shipping on time,Standard Class,4,52.47999954,1249.4999695,5,0.004001600737934232
Late delivery,Second Class,5,46.24000168,129.9900055,1,0.007692899128310292
Late delivery,Second Class,5,34.3199997,129.9900055,1,0.007692899128310292
Shipping on time,Second Class,2,42.24000168,200.0,2,0.01
Late delivery,Second Class,5,-14.0699997,239.9600068,2,0.008334722217552463
Advance shipping,Standard Class,3,-12.0,1250.0,5,0.004
Advance shipping,Standard Class,2,0.0,800.0,4,0.005
Advance shipping,Standard Class,2,-194.0,1250.0,5,0.004
Advance shipping,Standard Class,3,130.9799957,2249.750061,5,0.0022224691029800576
Advance shipping,Standard Class,2,99.47000122,1750.0,5,0.002857142857142857
Shipping on time,Standard Class,4,0.0,399.980011,1,0.002500124937493439
Advance shipping,Standard Class,3,50.0,399.980011,1,0.002500124937493439
Advance shipping,Standard Class,3,-103.9700012,399.980011,1,0.002500124937493439
Late delivery,Second Class,5,80.63999939,399.980011,1,0.002500124937493439
Advance shipping,Standard Class,2,116.1500015,399.980011,1,0.002500124937493439
